Name,Rating,Category1,Category2,Place,City
marcelius,4.7,Tourist Attraction,Kind Person,Taman Pelangi Jogja,Jogja
emagine,3.3,Culture,Recommended,Pantai Jogan,Jogja
anglea,3.4,Tourist Attraction,Not Recommended,Candi Gedong Songo,Semarang
eliyanna,4.1,Culinary,Bad Food,Bukit Lintang Sewu,Jogja
klah,3.5,Nature,Not Recommended,Bentara Budaya Yogyakarta (BBY),Jogja
craighead,4.2,Tourist Attraction,Not Recommended,Pantai Baruna,Semarang
hennley,4.5,Culture,Respectable,Wisata Kalibiru,Jogja
nahsir,3.8,History,Bad Food,Masjid Agung Ungaran,Semarang
moshell,4.1,Tourist Attraction,Kind Person,Museum Kereta Ambarawa,Semarang
kazuhisa,3.7,Nature,Kind,Wisata Eling Bening,Semarang
palmyre,4.2,History,Boring,The Lost World Castle,Jogja
lujza,4.0,Culture,Expensive,Jurang Tembelan Kanigoro,Jogja
erzsi,4.7,Tourist Attraction,Peaceful,Kampung Batik Gedong Semarang,Semarang
plott,4.4,Nature,Hated,Old City 3D Trick Art Museum,Semarang
ohana,4.3,Culture,Kind Person,Kampoeng Djadhoel Semarang,Semarang
kalynne,4.0,Tourist Attraction,Cheap Price,Pasar Kebon Empring Bintaran,Jogja
geovany,4.9,Nature,Noisy,Water Blaster Bukit Candi Golf,Semarang
niza,5.0,Tourist Attraction,Boring,Puncak Segoro,Jogja
lalani,4.4,Nature,Peaceful,Waduk Jatibarang,Semarang
ontiveros,3.2,Nature,Kind Person,Pantai Baruna,Semarang
luize,4.7,Nature,Hated,Hutan Pinus Kayon,Semarang
calvero,3.6,Tourist Attraction,Recommended,Taman Srigunting,Semarang
anchal,3.6,Culture,Tasty Food,Pasar Kebon Empring Bintaran,Jogja
rhiannon,3.1,History,Peaceful,Pantai Glagah,Jogja
claraliz,4.7,Culture,Mindful,Taman Kasmaran,Semarang
jalasia,3.4,History,Isolated,Wisata Lereng Kelir,Semarang
clarhe,4.7,Culture,Hated,Watu Lumbung,Jogja
jonai,4.1,Tourist Attraction,Kind,Pantai Drini,Jogja
brandy,4.9,Tourist Attraction,Beautiful,Bunker Kaliadem Merapi,Jogja
rakki,3.5,Culinary,Recommended,Hutan Mangrove Kulon Progo,Jogja
royanna,3.6,Culinary,Isolated,Pantai Kukup,Jogja
vontrice,3.2,History,Peaceful,Geoforest Watu Payung Turunan,Jogja
carmell,4.9,Culinary,Not Recommended,The World Landmarks - Merapi Park Yogyakarta,Jogja
jocephus,3.9,History,Mindful,Pantai Patihan,Jogja
zino,3.5,Culinary,Peaceful,Bentara Budaya Yogyakarta (BBY),Jogja
youlonda,3.3,History,Great View,The World Landmarks - Merapi Park Yogyakarta,Jogja
levone,3.6,History,Noisy,Pasar Beringharjo,Jogja
matthewalexande,3.9,Tourist Attraction,Expensive,Pantai Sundak,Jogja
walace,3.1,Culture,Not Recommended,Kampung Batik Gedong Semarang,Semarang
daviney,3.1,Culture,Peaceful,Museum Kereta Ambarawa,Semarang
ravindr,4.8,Culinary,Bad Food,Kampung Tematik Jawi,Semarang
cullen,3.6,History,Tasty Food,Air Terjun Semirang,Semarang
paitynn,4.9,Culinary,Kind,Jembatan Biru Ambarawa,Semarang
demontez,4.9,Tourist Attraction,Expensive,Tebing Breksi,Jogja
yanushka,3.4,Culture,Not Recommended,Jurang Tembelan Kanigoro,Jogja
delancy,3.9,Culinary,Boring,Indonesia Kaya Park,Semarang
khadra,4.0,Nature,Respectable,Benteng Pendem,Semarang
aidenjoseph,4.1,History,Mindful,Pantai Patihan,Jogja
mohsin,4.6,Culinary,Kind Person,Selected Places,Semarang
jeren,3.8,Nature,Hated,Alun Alun Selatan Yogyakarta,Jogja
domani,4.8,Culture,Peaceful,Desa Wisata Pulesari,Jogja
coddy,3.1,Tourist Attraction,Boring,Lava Bantal,Jogja
rykan,4.1,Culture,Mindful,Waduk Jatibarang,Semarang
florencio,3.4,Culinary,Great View,Benteng Pendem,Semarang
neah,4.1,Nature,Tasty Food,Sindu Kusuma Edupark (SKE),Jogja
laderrian,3.1,Culture,Boring,Goa Pindul,Jogja
brianca,3.6,History,Peaceful,Taman Kasmaran,Semarang
lunden,3.4,Culture,Peaceful,Hutan Wisata Tinjomoyo Semarang,Semarang
maecyn,3.4,Culinary,Respectable,Taman Kasmaran,Semarang
marguy,4.0,History,Peaceful,Taman Kasmaran,Semarang
pacey,3.9,Culinary,Isolated,Brown Canyon,Semarang
brydon,3.6,Culinary,Beautiful, Pantai Cipta,Semarang
cumali,3.2,History,Mindful,Pantai Marina,Semarang
ratha,4.3,Nature,Tasty Food,Kampung Wisata Taman Sari,Jogja
winstonn,3.2,Nature,Hated,Bentara Budaya Yogyakarta (BBY),Jogja
brutton,3.0,Culinary,Cheap Price,Kampung Tematik Jawi,Semarang
rosalina,4.7,Culinary,Hated,Desa Wisata Pulesari,Jogja
qing,3.2,History,Kind,Tebing Breksi,Jogja
aayush,4.1,Culinary,Peaceful,Taman Tabanas,Semarang
katherline,3.7,History,Expensive,Wisata Alam Wana Wisata Penggaron,Semarang
subham,4.6,Culinary,Mindful,Candi Ijo,Jogja
johnallen,3.6,Culinary,Recommended,Pantai Krakal,Jogja
mehma,4.7,Nature,Noisy,Watu Lumbung,Jogja
nelvie,4.6,History,Not Recommended,Geoforest Watu Payung Turunan,Jogja
miloslav,3.3,Nature,Mindful,Pantai Sundak,Jogja
shaneya,3.0,Tourist Attraction,Isolated,Grand Maerakaca,Semarang
kyrion,3.7,Culinary,Not Recommended,Pantai Sundak,Jogja
rillia,3.1,Culture,Kind,Pantai Patihan,Jogja
ladwig,4.3,Nature,Beautiful,Embung Tambakboyo,Jogja
lubnah,4.7,Culinary,Tasty Food,Watu Gunung Ungaran,Semarang
hylie,3.0,History,Recommended,Masjid Kapal Semarang,Semarang
regionald,3.2,History,Peaceful,La Kana Chapel,Semarang
nicolemarie,4.6,Culture,Boring,Candi Gedong Songo,Semarang
arine,4.7,Tourist Attraction,Kind,Bunker Kaliadem Merapi,Jogja
ivanell,4.7,Culinary,Kind,Wisata Eling Bening,Semarang
amiyaah,4.7,Tourist Attraction,Kind Person,Lawang Sewu,Semarang
glenton,4.7,Tourist Attraction,Recommended,Puncak Gunung Api Purba - Nglanggeran,Jogja
tadajah,4.1,Tourist Attraction,Hated,Museum Kereta Ambarawa,Semarang
rinalda,3.2,History,Not Recommended,The World Landmarks - Merapi Park Yogyakarta,Jogja
mathue,3.3,Nature,Expensive,Candi Ijo,Jogja
corron,4.2,Culinary,Recommended,Pantai Marina,Semarang
unders,4.6,History,Isolated,Gua Maria Kerep Ambarawa,Semarang
lasheia,4.0,Culinary,Mindful,Desa Wisata Sungai Code Jogja Kota,Jogja
gaynell,3.7,Culinary,Cheap Price,Bukit Wisata Pulepayung,Jogja
meixi,3.0,Nature,Mindful,Puncak Gunung Api Purba - Nglanggeran,Jogja
dearion,4.2,Culture,Kind,Semarang Gallery,Semarang
rovshan,4.5,Culinary,Tasty Food,Wisata Lereng Kelir,Semarang
ecka,4.6,History,Great View,Kampoeng Djadhoel Semarang,Semarang
brittanii,3.8,Culinary,Expensive,Grand Maerakaca,Semarang
earling,3.5,Culinary,Respectable,Monumen Palagan Ambarawa,Semarang
sigifredo,4.7,Nature,Recommended,Selected Places,Jogja
idanell,4.5,History,Isolated,Kawasan Malioboro,Jogja
tytionna,3.8,Culinary,Mindful,Sindu Kusuma Edupark (SKE),Jogja
kledi,4.8,Tourist Attraction,Bad Food,Tugu Pal Putih Jogja,Jogja
filoftea,4.1,History,Hated,Goa Pindul,Jogja
grau,4.4,Nature,Recommended,Kampung Wisata Kadipaten,Jogja
sheliyah,5.0,Culinary,Cheap Price,Semarang Chinatown,Semarang
falisha,4.1,Culinary,Fun,Obyek Wisata Goa Kreo,Semarang
fonville,3.9,Culinary,Kind Person,Galaxy Waterpark Jogja,Jogja
faizan,4.6,History,Peaceful,Gembira Loka Zoo,Jogja
ceji,3.2,Culture,Isolated,Waduk Jatibarang,Semarang
danielee,4.9,Nature,Kind Person,Pantai Samas,Jogja
jaring,4.0,History,Kind Person,Jurang Tembelan Kanigoro,Jogja
sylvine,4.1,Tourist Attraction,Great View,Puncak Segoro,Jogja
jancsi,3.7,History,Kind Person,Kampung Pelangi,Semarang
deewan,3.8,Culinary,Recommended,Air Terjun Semirang,Semarang
manoj,3.9,Culture,Cheap Price,Museum Kereta Ambarawa,Semarang
danilyn,5.0,Culture,Not Recommended,Kota Lama Semarang,Semarang
lochloinn,4.2,Culinary,Beautiful,Sam Poo Kong Temple,Semarang
jekia,4.9,Tourist Attraction,Expensive,Kebun Teh Nglinggo,Jogja
mareily,3.5,Culture,Bad Food,Waduk Jatibarang,Semarang
martel,5.0,Culinary,Mindful,Pantai Cipta,Semarang
jascha,4.4,Culture,Kind Person,Pantai Krakal,Jogja
tristan,4.4,Culture,Hated,Kota Lama Semarang,Semarang
quazi,4.2,Nature,Boring,Lava Bantal,Jogja
ilai,3.1,Nature,Mindful,Monumen Palagan Ambarawa,Semarang
christler,3.3,Culinary,Isolated,Goa Pindul,Jogja
konnah,4.4,Culinary,Not Recommended,Pantai Patihan,Jogja
jalycia,4.7,History,Cheap Price,Puncak Kebun Buah Mangunan,Jogja
clinten,3.9,Nature,Kind Person,Taman Pelangi Yogyakarta,Jogja
rosaleta,3.3,History,Cheap Price,De Mata Museum Jogja,Jogja
piggy,5.0,Culinary,Bad Food,Hutan Pinus Kayon,Semarang
khahlil,4.5,Culture,Mindful,Semarang Gallery,Semarang
madgline,5.0,Tourist Attraction,Not Recommended,Kampoeng Kopi Banaran,Semarang
wanders,4.9,Nature,Bad Food,Taman Pandanaran,Semarang
glynna,3.8,History,Boring,Kampoeng Djadhoel Semarang,Semarang
hales,4.7,History,Kind Person,Pasar Kebon Empring Bintaran,Jogja
heuerman,4.8,Nature,Kind,Kampung Wisata Taman Sari,Jogja
blaklee,3.1,Tourist Attraction,Peaceful,Bukit Lintang Sewu,Jogja
micklos,3.5,History,Hated,Kampung Tematik Jawi,Semarang
oxley,4.6,Culture,Recommended,Wisata Eling Bening,Semarang
dimario,4.1,Tourist Attraction,Fun,Taman Pelangi Yogyakarta,Jogja
couey,3.8,Culture,Not Recommended,Tebing Breksi,Jogja
dilts,3.6,Culinary,Peaceful,Sam Poo Kong Temple,Semarang
ayanda,4.7,History,Beautiful,Pasar Kebon Empring Bintaran,Jogja
billybob,4.1,Culture,Great View,Pantai Krakal,Jogja
routhier,3.1,Culture,Hated,Galaxy Waterpark Jogja,Jogja
tavarion,3.7,History,Isolated,Wisata Eling Bening,Semarang
shanikka,3.4,Nature,Expensive,Sindu Kusuma Edupark (SKE),Jogja
baneet,3.5,Culture,Great View,Pantai Depok Jogja,Jogja
tela,4.8,Nature,Bad Food,Kampung Pelangi,Semarang
figuero,3.1,History,Kind Person,Pantai Glagah,Jogja
jebidiah,4.7,Nature,Respectable,Semarang Chinatown,Semarang
estes,3.1,Tourist Attraction,Respectable,Pantai Baruna,Semarang
antiwan,3.2,Tourist Attraction,Recommended,Pantai Baruna,Semarang
tuljo,4.5,Culinary,Cheap Price,Grand Maerakaca,Semarang
colten,3.9,Tourist Attraction,Great View,Kota Lama Semarang,Semarang
mafumi,3.5,Culinary,Expensive,Wisata Kalibiru,Jogja
vu,4.4,History,Boring,Saloka Theme Park,Semarang
tavarese,4.4,Tourist Attraction,Respectable,Kebun Teh Nglinggo,Jogja
boby,4.0,Culinary,Recommended,Jurang Tembelan Kanigoro,Jogja
isys,3.6,History,Noisy,Kampung Wisata Kadipaten,Jogja
caeleb,4.0,Tourist Attraction,Recommended,Tugu Muda Semarang,Semarang
odhran,4.6,Nature,Not Recommended,Taman Pelangi Jogja,Jogja
elliston,3.4,Culinary,Peaceful,Pantai Baruna,Semarang
haykaz,4.3,Culinary,Noisy,Pantai Nguluran,Jogja
joresa,3.1,Tourist Attraction,Isolated,Flower Farm Setiya Aji,Semarang
kaysin,4.9,Culture,Noisy,Kampung Wisata Kadipaten,Jogja
danalee,5.0,Tourist Attraction,Cheap Price,Monumen Sanapati,Jogja
jaceson,3.0,Nature,Not Recommended,The Lost World Castle,Jogja
jewelya,3.8,Tourist Attraction,Kind Person,Puncak Kebun Buah Mangunan,Jogja
luchiano,4.5,Tourist Attraction,Cheap Price,Selected Places,Jogja
kalil,4.5,Culinary,Boring,Pantai Kukup,Jogja
hrutkay,4.4,Tourist Attraction,Mindful,Pasar Beringharjo,Jogja
shaddy,4.7,Nature,Peaceful,Candi Prambanan,Jogja
dequone,4.1,Nature,Hated,Lava Bantal,Jogja
raheeb,3.2,Tourist Attraction,Beautiful,Grand Maerakaca,Semarang
rodan,3.4,Culinary,Beautiful,Benteng Pendem,Semarang
tunnicliff,4.1,Nature,Not Recommended,Pantai Wediombo,Jogja
tharron,3.5,Culture,Expensive,Sindu Kusuma Edupark (SKE),Jogja
masaji,4.4,Culinary,Boring,Old City 3D Trick Art Museum,Semarang
elda,4.9,Nature,Cheap Price,Kampoeng Rawa,Semarang
yolisma,4.7,Culture,Bad Food,Sindu Kusuma Edupark (SKE),Jogja
meneses,3.5,Culinary,Expensive,Taman Pandanaran,Semarang
brennden,4.7,Culinary,Respectable,Puncak Segoro,Jogja
kacen,3.0,Culinary,Hated,Kampung Pelangi,Semarang
grainne,3.9,Culinary,Expensive,Selected Places,Semarang
tzanko,4.2,Culinary,Kind Person,Kampoeng Kopi Banaran,Semarang
reshell,3.7,Nature,Great View,Pasar Kebon Empring Bintaran,Jogja
neille,3.2,Culture,Beautiful,Watu Gunung Ungaran,Semarang
mubera,3.4,History,Expensive,Pantai Nglambor,Jogja
tendekai,4.6,Tourist Attraction,Bad Food,The Lost World Castle,Jogja
knappenberger,3.6,Culinary,Noisy,Wisata Eling Bening,Semarang
cares,4.8,Culinary,Isolated,Grand Maerakaca,Semarang
sire,4.0,Culinary,Mindful,Geoforest Watu Payung Turunan,Jogja
upinder,4.1,Nature,Great View,Pasar Kebon Empring Bintaran,Jogja
lilyin,3.1,Culture,Cheap Price,Taman Pelangi Yogyakarta,Jogja
kymone,4.2,Culinary,Kind,Obyek Wisata Goa Kreo,Semarang
ennen,3.9,Tourist Attraction,Noisy,Kawasan Wisata Sosrowijayan,Jogja
shakeva,4.0,Culture,Great View,"Bukit Paralayang, Watugupit",Jogja
aseya,3.9,Tourist Attraction,Hated,The Lost World Castle,Jogja
jakyriah,3.8,Culture,Tasty Food,The Lost World Castle,Jogja
tracylynn,4.8,Nature,Hated,Bukit Wisata Pulepayung,Jogja
nosay,4.7,Culinary,Kind,Air Terjun Kedung Pedut,Jogja
drangel,3.1,History,Tasty Food,Geoforest Watu Payung Turunan,Jogja
shealene,4.9,Culinary,Hated,Wisata Kalibiru,Jogja
hemanshu,3.1,History,Kind Person,Old City 3D Trick Art Museum,Semarang
hriti,4.0,Tourist Attraction,Tasty Food,Goa Pindul,Jogja
staffan,3.3,Nature,Tasty Food,Air Terjun Semirang,Semarang
athey,3.1,Nature,Beautiful,Bunker Kaliadem Merapi,Jogja
shaquinta,4.9,Nature,Bad Food,Monumen Sanapati,Jogja
ziare,4.2,Nature,Not Recommended,Waduk Jatibarang,Semarang
kaladin,4.1,Nature,Noisy,Waduk Jatibarang,Semarang
banafsheh,4.5,Nature,Recommended,Gua Maria Kerep Ambarawa,Semarang
hidekazu,4.6,Nature,Noisy,Jurang Tembelan Kanigoro,Jogja
yadram,4.7,Nature,Hated,Monumen Sanapati,Jogja
mancilla,4.7,Tourist Attraction,Tasty Food,Jembatan Biru Ambarawa,Semarang
vule,4.6,History,Peaceful,Kawasan Wisata Sosrowijayan,Jogja
tavarius,3.8,Culinary,Tasty Food,Sindu Kusuma Edupark (SKE),Jogja
oluremi,3.7,Culture,Noisy,Masjid Agung Ungaran,Semarang
talicia,3.9,Culinary,Expensive,Gembira Loka Zoo,Jogja
demitrie,3.4,Nature,Kind Person,Water Blaster Bukit Candi Golf,Semarang
ehtel,4.0,Nature,Noisy,Kampoeng Rawa,Semarang
katerinne,3.7,Tourist Attraction,Isolated,Hutan Pinus Kayon,Semarang
gasser,3.7,Nature,Noisy,Water Blaster Bukit Candi Golf,Semarang
ananio,3.5,History,Tasty Food,Obyek Wisata Goa Kreo,Semarang
yannette,4.8,Tourist Attraction,Tasty Food,Pantai Marina,Semarang
jobi,3.1,History,Beautiful,Watu Gunung Ungaran,Semarang
christopherjohn,4.4,History,Boring,Kota Lama Semarang,Semarang
ahyan,3.6,Nature,Isolated,Pantai Krakal,Jogja
ailiana,4.3,Culinary,Kind Person,Alun-alun Utara Keraton Yogyakarta,Jogja
dukey,3.4,Culture,Boring,Kampoeng Rawa,Semarang
chalres,4.2,Culture,Respectable,Taman Kasmaran,Semarang
jhasir,4.4,Culture,Tasty Food,Wisata Lereng Kelir,Semarang
yusaku,4.0,Tourist Attraction,Isolated,Flower Farm Setiya Aji,Semarang
shawnesha,4.4,Nature,Hated,Goa Rancang Kencono,Jogja
derriyah,3.6,Culture,Isolated,Kampung Pelangi,Semarang
jachelle,4.1,Culinary,Boring,Jembatan Biru Ambarawa,Semarang
vonnette,5.0,Culinary,Hated,Watu Mabur Mangunan,Jogja
shariya,3.6,Tourist Attraction,Kind,Pantai Marina,Semarang
huber,4.6,Culinary,Bad Food,Pantai Kukup,Jogja
tiahja,3.7,Nature,Respectable,Kampung Wisata Taman Sari,Jogja
nacimo,3.1,Nature,Recommended,Kawasan Wisata Sosrowijayan,Jogja
spada,3.1,Culinary,Kind Person,Pantai Marina,Semarang
makahia,3.3,Tourist Attraction,Mindful,Monumen Sanapati,Jogja
lauralynn,4.0,Nature,Respectable,Pantai Sundak,Jogja
lorria,4.3,Tourist Attraction,Hated,Masjid Kapal Semarang,Semarang
bily,4.0,Culture,Not Recommended,Pantai Nguluran,Jogja
dahra,3.7,Tourist Attraction,Bad Food,Puncak Segoro,Jogja
takyla,3.4,Culture,Respectable,The World Landmarks - Merapi Park Yogyakarta,Jogja
marna,4.3,Nature,Isolated,Wisata Mangrove Tapak,Semarang
jaeanna,4.7,History,Peaceful,Brown Canyon,Semarang
jamoy,3.9,Nature,Beautiful,Hutan Pinus Pengger,Jogja
huberty,4.1,Nature,Cheap Price,Selected Places,Jogja
constanze,3.5,Nature,Cheap Price,Gua Maria Kerep Ambarawa,Semarang
keauna,4.0,History,Tasty Food,Alun Alun Selatan Yogyakarta,Jogja
ophatell,3.1,Culinary,Kind Person,Kawasan Wisata Sosrowijayan,Jogja
arii,4.9,Culture,Recommended,Pantai Drini,Jogja
orva,4.1,Nature,Great View,Bendung Lepen,Jogja
azizul,3.8,History,Fun,The Lost World Castle,Jogja
christis,3.0,Culinary,Cheap Price,Air Terjun Kedung Pedut,Jogja
kahli,4.3,Culture,Kind,Wisata Eling Bening,Semarang
chrishaud,3.4,Nature,Boring,Taman Kasmaran,Semarang
laurennicole,4.8,History,Recommended,Pantai Nguluran,Jogja
kassia,4.6,History,Respectable,Benteng Pendem,Semarang
denyel,4.9,Culinary,Beautiful,Kauman Pakualaman Yogyakarta,Jogja
greenwood,3.5,Nature,Recommended,Pantai Indrayanti,Jogja
catron,4.6,Nature,Recommended,Pantai Patihan,Jogja
ogata,4.6,History,Noisy,Pantai Ngrenehan,Jogja
hiltrud,3.7,Culinary,Kind Person,Desa Wisata Lembah Kalipancur,Semarang
lenart,5.0,History,Bad Food,Saloka Theme Park,Semarang
catherline,3.8,Tourist Attraction,Tasty Food,Monumen Palagan Ambarawa,Semarang
okal,3.3,Tourist Attraction,Not Recommended,Goa Pindul,Jogja
ores,4.3,Nature,Great View,Candi Prambanan,Jogja
summaiya,4.0,Culture,Isolated,Bendung Lepen,Jogja
darna,3.6,Culinary,Isolated,De Mata Museum Jogja,Jogja
mahfuzah,3.9,Culture,Recommended,Desa Wisata Lembah Kalipancur,Semarang
cyani,3.0,Culture,Cheap Price,Monumen Palagan Ambarawa,Semarang
deshawndre,4.2,Tourist Attraction,Cheap Price,Wisata Mangrove Tapak,Semarang
perla,3.4,Nature,Boring,Watu Lumbung,Jogja
amiee,4.3,Tourist Attraction,Cheap Price,Selected Places,Jogja
adelfina,3.1,Culture,Kind Person,Candi Ijo,Jogja
chrishayla,3.2,Culture,Tasty Food,Pantai Indrayanti,Jogja
rouba,4.4,Tourist Attraction,Not Recommended,Masjid Kapal Semarang,Semarang
aletha,4.7,History,Tasty Food,Lawang Sewu,Semarang
caliel,4.0,Culture,Tasty Food,Gua Maria Kerep Ambarawa,Semarang
ishay,4.9,Culinary,Respectable,Candi Gedong Songo,Semarang
vinish,3.8,History,Beautiful,Pantai Marina,Semarang
jerrine,4.5,Culture,Recommended,Jembatan Biru Ambarawa,Semarang
isaah,4.0,Nature,Tasty Food,Semarang Chinatown,Semarang
amhir,3.1,Nature,Bad Food,The Lost World Castle,Jogja
pandelica,4.5,Culture,Beautiful,Alun Alun Selatan Yogyakarta,Jogja
emilian,4.4,Culinary,Isolated,Pantai Ngrenehan,Jogja
pascoe,3.6,Culture,Kind Person,Wisata Mangrove Tapak,Semarang
cambrynn,3.1,History,Beautiful,Wisata Lereng Kelir,Semarang
rowden,3.8,Tourist Attraction,Bad Food,Benteng Pendem,Semarang
joshan,3.4,Culinary,Isolated,Pantai Wediombo,Jogja
matisyahu,4.8,Tourist Attraction,Bad Food,Pasar Beringharjo,Jogja
laureano,3.3,History,Cheap Price,Pantai Baruna,Semarang
erandi,4.9,History,Cheap Price,Kampoeng Kopi Banaran,Semarang
hunterjr,3.8,Culinary,Kind Person,Durian Gardens and Tourism Education Watu Simbar,Semarang
beeck,3.8,Nature,Expensive,Kampung Batik Gedong Semarang,Semarang
corvina,4.7,Nature,Recommended,Selected Places,Semarang
theora,3.8,Nature,Cheap Price,Kampung Tematik Jawi,Semarang
marcina,3.8,Tourist Attraction,Respectable,Grand Maerakaca,Semarang
nieki,4.3,Culinary,Cheap Price,Grand Maerakaca,Semarang
tameeka,4.6,Culinary,Expensive,Puncak Segoro,Jogja
boman,3.7,Culture,Peaceful,Kota Lama Semarang,Semarang
doriano,3.2,History,Respectable,Kawasan Malioboro,Jogja
demesha,4.8,Culinary,Peaceful,La Kana Chapel,Semarang
ibrohim,4.5,Culinary,Peaceful,Kawasan Wisata Sosrowijayan,Jogja
jerriyah,4.8,History,Peaceful,Selected Places,Semarang
nadir,3.5,History,Mindful,Kampung Batik Gedong Semarang,Semarang
tolbert,4.2,History,Noisy,Kawasan Malioboro,Jogja
caoimha,3.3,Nature,Expensive,Taman Pelangi Yogyakarta,Jogja
rejoyce,4.9,Culture,Tasty Food,Kawasan Wisata Sosrowijayan,Jogja
scheiding,4.4,Nature,Bad Food,Hutan Wisata Tinjomoyo Semarang,Semarang
kajia,4.2,Tourist Attraction,Hated,Bendung Lepen,Jogja
flarity,4.1,History,Cheap Price,Pantai Samas,Jogja
jamesetta,3.8,Culinary,Expensive,Alun Alun Selatan Yogyakarta,Jogja
corzatt,4.7,Tourist Attraction,Mindful,Kawasan Malioboro,Jogja
nelton,4.3,Culture,Peaceful,Grand Maerakaca,Semarang
rommert,4.3,Tourist Attraction,Fun,Museum Kereta Ambarawa,Semarang
tiburtius,3.8,Culinary,Kind,Galaxy Waterpark Jogja,Jogja
shaddai,4.7,Culture,Boring,Kebun Teh Nglinggo,Jogja
feagin,4.9,Culinary,Expensive,Hutan Pinus Kayon,Semarang
eluterio,4.7,Culture,Peaceful,Wisata Kaliurang,Jogja
lexia,3.8,Nature,Boring,Hutan Pinus Kayon,Semarang
hameem,4.9,History,Kind Person,Kampung Pelangi,Semarang
lockyer,4.1,Culture,Noisy,Pasar Beringharjo,Jogja
kemeny,4.1,History,Fun,Gua Maria Kerep Ambarawa,Semarang
techiya,3.3,History,Peaceful,Benteng Pendem,Semarang
naavya,4.5,Culinary,Cheap Price,Kawasan Wisata Sosrowijayan,Jogja
paulcin,3.4,Tourist Attraction,Mindful,Pantai Marina,Semarang
antrim,4.6,History,Isolated,Pantai Nguluran,Jogja
decotis,4.5,History,Bad Food,Semarang Contemporary Art Gallery,Semarang
mellinger,4.0,Nature,Fun,Seribu Batu Songgo Langit,Jogja
takylah,4.0,Culinary,Hated,Watu Lumbung,Jogja
naethyn,4.6,History,Beautiful,Pantai Marina,Semarang
erbe,3.5,Tourist Attraction,Respectable,Waduk Jatibarang,Semarang
serik,4.7,Culinary,Kind,Pantai Indrayanti,Jogja
tonisha,4.5,Tourist Attraction,Not Recommended,Selected Places,Jogja
naeshaun,4.0,History,Mindful,Tebing Breksi,Jogja
sruly,3.8,Tourist Attraction,Isolated,Pantai Parangtritis,Jogja
gesina,4.6,Culinary,Hated,Kauman Pakualaman Yogyakarta,Jogja
phoebi,4.3,History,Beautiful,Nol Kilometer Jl.Malioboro,Jogja
rakiem,4.7,Culture,Recommended,Semarang Chinatown,Semarang
talor,4.7,Culture,Respectable,Masjid Agung Ungaran,Semarang
felicien,3.4,Culinary,Expensive,Kawasan Wisata Sosrowijayan,Jogja
darine,3.5,Nature,Respectable,Pantai Sundak,Jogja
renorda,4.1,Nature,Tasty Food,Puncak Gunung Api Purba - Nglanggeran,Jogja
jennier,4.4,Culinary,Cheap Price,Watu Gunung Ungaran,Semarang
pazjimenez,4.7,Culture,Mindful,Benteng Pendem,Semarang
jamisyn,3.8,Nature,Boring,Pantai Indrayanti,Jogja
leiyla,4.3,Culinary,Expensive,Kampung Tematik Jawi,Semarang
nickholas,4.4,Nature,Expensive,Pintoe Langit Dahromo,Jogja
tylina,4.9,Culinary,Hated,Hutan Wisata Tinjomoyo Semarang,Semarang
patrina,4.6,History,Expensive,Museum Kereta Ambarawa,Semarang
kree,3.3,Culture,Noisy,Pantai Marina,Semarang
